"Name","ClassOrMethod","LOC","CC"
"Toolbar","C","201","-"
"getDefaultCfgs","M","31","1"
"getContainer","M","8","2"
"init","M","42","4"
"insertStyle","M","34","2"
"zoomOut","M","6","2"
"zoomIn","M","6","2"
"realZoom","M","2","1"
"autoZoom","M","2","1"
"handleDefaultOperator","M","16","5"
"destroy","M","11","3"
