"Name","ClassOrMethod","LOC","CC"
"BaseNode3D","C","212","-"
"drawLabelShape","M","68","12"
"drawIconShape","M","7","1"
"drawHaloShape","M","25","2"
"drawAnchorShapes","M","9","1"
"drawBadgeShapes","M","9","1"
"drawOtherShapes","M","7","1"
"upsertShape","M","13","1"
