"Name","ClassOrMethod","LOC","CC"
"LayoutController","C","508","-"
"tap","M","3","1"
"onLayout","M","120","5"
"handleTreeLayout","M","38","3"
"stopLayout","M","15","5"
"getCurrentAnimation","M","2","1"
"onDestroy","M","6","2"
"updateNodesPosition","M","27","4"
"animateLayoutWithoutIterations","M","55","2"
