"Name","ClassOrMethod","LOC","CC"
"BaseEdge","C","548","-"
"mergeStyles","M","2","1"
"getMergedStyles","M","19","2"
"updateCache","M","15","3"
"afterDraw","M","8","1"
"drawLabelShape","M","98","14"
"drawLabelBackgroundShape","M","47","9"
"drawIconShape","M","59","10"
"drawHaloShape","M","25","2"
"drawOtherShapes","M","7","1"
"setSourcePoint","M","2","1"
"setTargetPoint","M","2","1"
"setNodeMap","M","2","1"
"upsertArrow","M","32","6"
"upsertShape","M","12","1"
