"Name","ClassOrMethod","LOC","CC"
"EdgeFilterLens","C","328","-"
"getDefaultCfgs","M","9","1"
"getEvents","M","29","3"
"init","M","9","4"
"onPointerUp","M","2","1"
"onPointerMove","M","3","2"
"onPointerDown","M","17","3"
"isInLensDelegate","M","11","5"
"moveDelegate","M","8","2"
"onWheel","M","10","6"
"scaleRByWheel","M","16","7"
"filter","M","74","3"
"updateParams","M","29","14"
"updateDelegate","M","29","4"
"clear","M","15","3"
"destroy","M","2","1"
