"Name","ClassOrMethod","LOC","CC"
"WaterMarker","C","243","-"
"getDefaultCfgs","M","26","1"
"init","M","6","1"
"getEvents","M","4","1"
"initCanvas","M","55","10"
"onGraphSetSize","M","5","2"
"updateWaterMarker","M","10","2"
"setImageWaterMarker","M","35","2"
"setTextWaterMarker","M","36","3"
"destroy","M","18","4"
