"Name","ClassOrMethod","LOC","CC"
"BrushSelect","C","259","-"
"isKeydown","M","10","1"
"onCanvasClick","M","2","1"
"onMouseDown","M","22","6"
"onMouseMove","M","7","3"
"onMouseUp","M","10","3"
"clearStates","M","43","7"
"selectItems","M","77","23"
"createBrush","M","10","1"
"updateBrush","M","12","1"
"removeBrush","M","3","1"
"getSelector","M","2","1"
"getPoints","M","3","1"
"destroy","M","2","1"
