"Name","ClassOrMethod","LOC","CC"
"PluginController","C","230","-"
"tap","M","4","1"
"onPluginInit","M","35","2"
"initPlugin","M","20","11"
"pluginIsRequired","M","7","4"
"onPluginChange","M","35","4"
"removePlugin","M","23","5"
"updatePlugin","M","9","4"
"hasPlugin","M","2","1"
"getPlugin","M","6","2"
"onDestroy","M","5","1"
"destroy","M","0","1"
