"Name","ClassOrMethod","LOC","CC"
"Hull","C","421","-"
"getDefaultCfg","M","7","1"
"setPadding","M","13","4"
"setType","M","9","5"
"getPath","M","34","7"
"render","M","24","3"
"getLabelStyle","M","86","16"
"addMember","M","24","4"
"addNonMember","M","25","4"
"removeMember","M","19","4"
"removeNonMember","M","20","4"
"updateMembers","M","11","3"
"updateStyle","M","7","1"
"updateOptions","M","24","3"
"contain","M","25","2"
"destroy","M","2","1"
