"Name","ClassOrMethod","LOC","CC"
"ZoomCanvas","C","324","-"
"getEvents","M","23","2"
"hideShapes","M","32","5"
"endZoom","M","31","7"
"onWheel","M","58","21"
"clearCache","M","8","1"
"balanceItemSize","M","75","6"
"onKeydown","M","32","14"
"onKeyup","M","9","5"
