"Name","ClassOrMethod","LOC","CC"
"BaseNode","C","747","-"
"mergeStyles","M","2","1"
"getMergedStyles","M","43","2"
"updateCache","M","5","3"
"afterDraw","M","11","1"
"drawLabelShape","M","93","12"
"drawLabelBackgroundShape","M","34","4"
"drawIconShape","M","33","5"
"drawHaloShape","M","31","2"
"drawAnchorShapes","M","40","2"
"calculateAnchorPosition","M","10","1"
"drawBadgeShapes","M","145","2"
"drawOtherShapes","M","10","1"
"upsertShape","M","15","1"
