"Name","ClassOrMethod","LOC","CC"
"Node","C","132","-"
"map","M","4","1"
"attr","M","6","2"
"append","M","7","1"
"push","M","5","1"
"remove","M","8","2"
"getNodeByKey","M","9","1"
"getNodesByType","M","9","1"
"getNodeByType","M","7","1"
"call","M","6","1"
"getRoot","M","7","3"
