"Name","ClassOrMethod","LOC","CC"
"SvgPath","C","359","-"
"join","M","9","3"
"position","M","7","2"
"remove","M","3","1"
"move","M","13","1"
"line","M","13","1"
"curve","M","26","1"
"arc","M","28","1"
"parse","M","44","2"
"stringify","M","18","2"
"scale","M","5","1"
"translate","M","5","1"
"transform","M","25","1"
"clone","M","8","2"
"splitByCommand","M","15","1"
