"Name","ClassOrMethod","LOC","CC"
"SvgList","C","68","-"
"call","M","5","1"
"attr","M","2","1"
"elem","M","2","1"
"root","M","2","1"
"getNode","M","2","1"
"foreignObject","M","2","1"
"text","M","2","1"
"empty","M","2","1"
"remove","M","2","1"
"addClass","M","2","1"
"removeClass","M","2","1"
"removeAllClasses","M","2","1"
"animate","M","2","1"
